시군구,구,동,본번,부번,좌표X,좌표Y
서울특별시 도봉구 방학동,도봉구,방학동,496,0,127.02559504806233,37.65852879072871
서울특별시 도봉구 방학동,도봉구,방학동,690,3,127.03743146154225,37.663983807027584
서울특별시 도봉구 방학동,도봉구,방학동,618,1,127.03227023077085,37.66616270799336
서울특별시 도봉구 방학동,도봉구,방학동,713,0,127.04492844398702,37.663589341957355
서울특별시 도봉구 방학동,도봉구,방학동,274,0,127.0345885340715,37.66169224852519
서울특별시 도봉구 방학동,도봉구,방학동,519,1,127.021031753452,37.657645068885294
서울특별시 도봉구 방학동,도봉구,방학동,266,3,127.03613358939545,37.6611935873789
서울특별시 도봉구 방학동,도봉구,방학동,735,0,127.03537301979644,37.6613438208157
서울특별시 도봉구 방학동,도봉구,방학동,271,1,127.02625763445353,37.661307563292866
서울특별시 도봉구 방학동,도봉구,방학동,531,0,127.0240414039001,37.65859463884486
서울특별시 도봉구 방학동,도봉구,방학동,530,0,127.02399709177175,37.66020784844704
서울특별시 도봉구 방학동,도봉구,방학동,732,0,127.02952468322873,37.66282586727804
서울특별시 도봉구 방학동,도봉구,방학동,738,0,127.02854638585958,37.66333572149178
서울특별시 도봉구 방학동,도봉구,방학동,736,0,127.02882590032326,37.662165104215376
서울특별시 도봉구 방학동,도봉구,방학동,695,10,127.03599075547432,37.6641043350864
서울특별시 도봉구 방학동,도봉구,방학동,507,0,127.02414901800546,37.657720778548004
서울특별시 도봉구 방학동,도봉구,방학동,508,0,127.02267815301768,37.6572551552792
서울특별시 도봉구 방학동,도봉구,방학동,713,12,127.04565225739694,37.66388957257771
서울특별시 도봉구 방학동,도봉구,방학동,718,7,127.04533042062239,37.66832289564714
서울특별시 도봉구 방학동,도봉구,방학동,716,5,127.04584173288876,37.666287851120195
서울특별시 도봉구 방학동,도봉구,방학동,716,1,127.04493378667686,37.666428565102755
서울특별시 도봉구 방학동,도봉구,방학동,734,0,127.0275671627323,37.65683318308692
서울특별시 도봉구 방학동,도봉구,방학동,669,7,127.03280773945794,37.66181139549872
서울특별시 도봉구 방학동,도봉구,방학동,712,5,127.04612540051832,37.662530379119076
서울특별시 도봉구 방학동,도봉구,방학동,712,17,127.04584184691048,37.66254731439453
서울특별시 도봉구 방학동,도봉구,방학동,612,2,127.03130840666724,37.6676551034549
서울특별시 도봉구 방학동,도봉구,방학동,705,17,127.04391904867222,37.66734400627464
서울특별시 도봉구 방학동,도봉구,방학동,731,0,127.03136706853446,37.66193186735678
서울특별시 도봉구 방학동,도봉구,방학동,739,0,127.03301520431222,37.66127141646389
서울특별시 도봉구 쌍문동,도봉구,쌍문동,731,0,127.02742924305205,37.64997346875466
서울특별시 도봉구 쌍문동,도봉구,쌍문동,73,0,127.03467708906935,37.654770346347284
서울특별시 도봉구 쌍문동,도봉구,쌍문동,721,0,127.0268564483129,37.650917575349354
서울특별시 도봉구 쌍문동,도봉구,쌍문동,357,6,127.02618556779694,37.64945471870529
서울특별시 도봉구 쌍문동,도봉구,쌍문동,199,1,127.03392963386717,37.65827358896931
서울특별시 도봉구 쌍문동,도봉구,쌍문동,69,1,127.03559142044348,37.65540488425745
서울특별시 도봉구 쌍문동,도봉구,쌍문동,153,0,127.03445345302333,37.65427372950363
서울특별시 도봉구 쌍문동,도봉구,쌍문동,730,0,127.02929265522313,37.65108956177991
서울특별시 도봉구 쌍문동,도봉구,쌍문동,13,2,127.03597412958587,37.659489437875585
서울특별시 도봉구 쌍문동,도봉구,쌍문동,711,0,127.0381276552797,37.66141773251247
서울특별시 도봉구 쌍문동,도봉구,쌍문동,642,0,127.03806744707121,37.65649620853154
서울특별시 도봉구 쌍문동,도봉구,쌍문동,285,5,127.02499907427067,37.65063971046666
서울특별시 도봉구 쌍문동,도봉구,쌍문동,160,0,127.03141001035075,37.65509992102925
서울특별시 도봉구 쌍문동,도봉구,쌍문동,724,0,127.0266738421605,37.64575218707785
서울특별시 도봉구 쌍문동,도봉구,쌍문동,728,0,127.01404989046118,37.65387597461317
서울특별시 도봉구 쌍문동,도봉구,쌍문동,460,8,127.02189860369735,37.653295138239486
서울특별시 도봉구 쌍문동,도봉구,쌍문동,56,0,127.03545200455305,37.657765833303216
서울특별시 도봉구 쌍문동,도봉구,쌍문동,53,0,127.02958770281458,37.65822931358732
서울특별시 도봉구 쌍문동,도봉구,쌍문동,574,1,127.0390122727867,37.657707693751576
서울특별시 도봉구 쌍문동,도봉구,쌍문동,574,0,127.03887712061618,37.65756295188961
서울특별시 도봉구 쌍문동,도봉구,쌍문동,575,0,127.04008495184,37.65841492222997
서울특별시 도봉구 쌍문동,도봉구,쌍문동,139,52,127.03105806451295,37.64977162905224
서울특별시 도봉구 쌍문동,도봉구,쌍문동,600,0,127.03930792605485,37.65756463518026
서울특별시 도봉구 쌍문동,도봉구,쌍문동,88,72,127.03448265499875,37.649595912000315
서울특별시 도봉구 쌍문동,도봉구,쌍문동,723,0,127.03575535384083,37.65820868166341
서울특별시 도봉구 쌍문동,도봉구,쌍문동,256,0,127.02818732473808,37.657367452731094
서울특별시 도봉구 쌍문동,도봉구,쌍문동,726,0,127.0294203653769,37.65061236332725
서울특별시 도봉구 쌍문동,도봉구,쌍문동,321,0,127.02809225230664,37.64910182698542
서울특별시 도봉구 쌍문동,도봉구,쌍문동,19,0,127.03529630902159,37.65909919558727
서울특별시 도봉구 쌍문동,도봉구,쌍문동,725,0,127.0288091293913,37.646878392084595
서울특별시 도봉구 쌍문동,도봉구,쌍문동,713,0,127.03976471712151,37.660703063617945
서울특별시 도봉구 쌍문동,도봉구,쌍문동,722,0,127.02632772168113,37.64849086008383
서울특별시 도봉구 쌍문동,도봉구,쌍문동,138,33,127.03193558098218,37.65083869046859
서울특별시 도봉구 쌍문동,도봉구,쌍문동,315,39,127.03003826462668,37.64790180503436
서울특별시 도봉구 쌍문동,도봉구,쌍문동,195,0,127.03429277898447,37.66003262586976
서울특별시 도봉구 쌍문동,도봉구,쌍문동,727,0,127.02751624712468,37.655922630927094
서울특별시 도봉구 쌍문동,도봉구,쌍문동,75,29,127.03557649419999,37.654160982652755
서울특별시 도봉구 쌍문동,도봉구,쌍문동,128,2,127.02994812316888,37.64961398453567
서울특별시 도봉구 쌍문동,도봉구,쌍문동,388,33,127.03007959668658,37.646739245795814
서울특별시 도봉구 쌍문동,도봉구,쌍문동,59,0,127.03126944282803,37.6576231005898
서울특별시 도봉구 쌍문동,도봉구,쌍문동,59,3,127.03175708667781,37.655795327305405
서울특별시 도봉구 쌍문동,도봉구,쌍문동,59,5,127.02821980797655,37.655817286668345
서울특별시 도봉구 쌍문동,도봉구,쌍문동,158,0,127.03411467123499,37.65587676884009
서울특별시 도봉구 쌍문동,도봉구,쌍문동,639,1,127.0380205919493,37.65673938554113
서울특별시 도봉구 쌍문동,도봉구,쌍문동,54,0,127.02990229927285,37.65868123507471
서울특별시 도봉구 쌍문동,도봉구,쌍문동,50,0,127.03007909186438,37.65941202050264
서울특별시 도봉구 쌍문동,도봉구,쌍문동,719,0,127.02141819957652,37.652193561237915
서울특별시 도봉구 창동,도봉구,창동,635,42,127.03476978584719,37.6417283748462
서울특별시 도봉구 창동,도봉구,창동,665,26,127.03842336342014,37.64844867273593
서울특별시 도봉구 창동,도봉구,창동,809,0,127.03614280945986,37.63784000239839
서울특별시 도봉구 창동,도봉구,창동,823,0,127.04151123695463,37.656933271601204
서울특별시 도봉구 창동,도봉구,창동,811,0,127.04405472696183,37.66184639237717
서울특별시 도봉구 창동,도봉구,창동,822,0,127.04575966708754,37.653704899524826
서울특별시 도봉구 창동,도봉구,창동,804,0,127.03732603318365,37.64260371131315
서울특별시 도봉구 창동,도봉구,창동,814,0,127.05006636925465,37.646393538154676
서울특별시 도봉구 창동,도봉구,창동,827,0,127.04527952256834,37.66179704025477
서울특별시 도봉구 창동,도봉구,창동,26,0,127.0512937886363,37.6515178059422
서울특별시 도봉구 창동,도봉구,창동,805,0,127.0462676666266,37.65405837555209
서울특별시 도봉구 창동,도봉구,창동,808,0,127.04932323388688,37.65681916277405
서울특별시 도봉구 창동,도봉구,창동,662,103,127.03775076450519,37.64905894790537
서울특별시 도봉구 창동,도봉구,창동,661,88,127.03656401181043,37.650316162462026
서울특별시 도봉구 창동,도봉구,창동,715,3,127.04022555638548,37.65583765172106
서울특별시 도봉구 창동,도봉구,창동,825,0,127.04272655104457,37.656568441520164
서울특별시 도봉구 창동,도봉구,창동,45,0,127.04743715521563,37.6500248818921
서울특별시 도봉구 창동,도봉구,창동,443,1,127.04187330132139,37.64228796208679
서울특별시 도봉구 창동,도봉구,창동,299,0,127.04218631996072,37.65407866004913
서울특별시 도봉구 창동,도봉구,창동,300,0,127.04346982331413,37.65367803318823
서울특별시 도봉구 창동,도봉구,창동,731,54,127.04034203680173,37.65717208188362
서울특별시 도봉구 창동,도봉구,창동,715,25,127.0405522038892,37.6543427074839
서울특별시 도봉구 창동,도봉구,창동,366,0,127.04436481724366,37.6482103823791
서울특별시 도봉구 창동,도봉구,창동,743,15,127.05017273668389,37.66070716023187
서울특별시 도봉구 창동,도봉구,창동,553,50,127.03607278799207,37.638164208746176
서울특별시 도봉구 창동,도봉구,창동,817,0,127.03401858921688,37.64040945754668
서울특별시 도봉구 창동,도봉구,창동,810,0,127.0411120800944,37.64073470299995
서울특별시 도봉구 창동,도봉구,창동,471,9,127.041379634078,37.63593161138879
서울특별시 도봉구 창동,도봉구,창동,807,0,127.04864446892869,37.66032276163306
서울특별시 도봉구 창동,도봉구,창동,661,13,127.0359247091981,37.64921401911269
서울특별시 도봉구 창동,도봉구,창동,7,0,127.04903365675493,37.65221222980095
서울특별시 도봉구 창동,도봉구,창동,603,25,127.03984728717825,37.64181138178962
서울특별시 도봉구 창동,도봉구,창동,38,0,127.05394787923665,37.64370426557386
서울특별시 도봉구 창동,도봉구,창동,27,0,127.0515239172436,37.649067045532085
서울특별시 도봉구 창동,도봉구,창동,665,21,127.03907244478373,37.64797350223784
서울특별시 도봉구 창동,도봉구,창동,815,0,127.04711972474772,37.66122726565733
서울특별시 도봉구 창동,도봉구,창동,305,0,127.0394284,37.6534424
서울특별시 도봉구 창동,도봉구,창동,316,0,127.0423156,37.6527304
서울특별시 도봉구 창동,도봉구,창동,347,0,127.045837,37.6500348
서울특별시 도봉구 창동,도봉구,창동,373,0,127.0472453,37.6454834
서울특별시 도봉구 창동,도봉구,창동,812,0,127.0352336,37.6470839
서울특별시 도봉구 창동,도봉구,창동,821,0,127.0425663,37.6334333
서울특별시 동대문구 답십리동,동대문구,답십리동,111,0,127.0534582,37.57342
서울특별시 동대문구 답십리동,동대문구,답십리동,111,1,127.0534582,37.57342
서울특별시 동대문구 답십리동,동대문구,답십리동,80,0,127.0595902,37.574435
서울특별시 동대문구 답십리동,동대문구,답십리동,1000,0,127.065374,37.575779
서울특별시 동대문구 답십리동,동대문구,답십리동,1003,0,127.052370031,37.57285189
서울특별시 동대문구 답십리동,동대문구,답십리동,997,0,127.065531,37.5735797
서울특별시 동대문구 답십리동,동대문구,답십리동,645,8,127.0445899,37.5748075
서울특별시 동대문구 답십리동,동대문구,답십리동,464,1,127.0441344,37.5726992
서울특별시 동대문구 답십리동,동대문구,답십리동,530,15,127.05514947,37.566114225
서울특별시 동대문구 답십리동,동대문구,답십리동,1009,0,127.046194211,37.571541735
서울특별시 동대문구 용두동,동대문구,용두동,104,3,127.033031122,37.577786059
서울특별시 동대문구 용두동,동대문구,용두동,791,0,127.0362528,37.5734458
서울특별시 동대문구 이문동,동대문구,이문동,311,0,127.0600617,37.593404
서울특별시 동대문구 이문동,동대문구,이문동,428,0,127.063182,37.6041205
서울특별시 동대문구 이문동,동대문구,이문동,425,0,127.0568469,37.6004297
서울특별시 도봉구 창동,도봉구,창동,30,0,127.0512267,37.6467803
서울특별시 동대문구 답십리동,동대문구,답십리동,1013,0,127.055655651,37.575339011
서울특별시 동대문구 답십리동,동대문구,답십리동,1002,0,127.0461674,37.5726683
서울특별시 도봉구 창동,도봉구,창동,816,0,127.04636892324844,37.66163899462687
서울특별시 도봉구 창동,도봉구,창동,254,30,127.04522735060762,37.653621728328666
서울특별시 도봉구 창동,도봉구,창동,820,0,127.04429263268933,37.65631311471612
서울특별시 도봉구 창동,도봉구,창동,621,69,127.03428177264459,37.64545798480461
서울특별시 도봉구 창동,도봉구,창동,818,0,127.04652372515481,37.65855702437633
서울특별시 도봉구 창동,도봉구,창동,581,74,127.0381391049335,37.63943418893568
서울특별시 도봉구 창동,도봉구,창동,819,0,127.03293566545312,37.64319932090654
서울특별시 도봉구 창동,도봉구,창동,443,4,127.0411861550639,37.641591261862764
서울특별시 도봉구 창동,도봉구,창동,661,10,127.03603548703343,37.64962906950857
서울특별시 도봉구 창동,도봉구,창동,661,78,127.03624974582584,37.64981017921894
서울특별시 도봉구 창동,도봉구,창동,451,0,127.0410449374942,37.63875149853517
서울특별시 도봉구 창동,도봉구,창동,813,0,127.04056327003316,37.656226541731534
서울특별시 동대문구 답십리동,동대문구,답십리동,994,0,127.05391881474522,37.566990810057845
서울특별시 동대문구 답십리동,동대문구,답십리동,808,0,127.06376921609882,37.57105665041616
서울특별시 동대문구 답십리동,동대문구,답십리동,42,0,127.0629972425132,37.57138729441862
서울특별시 동대문구 답십리동,동대문구,답십리동,41,0,127.0605008370637,37.57225233530169
서울특별시 동대문구 답십리동,동대문구,답십리동,10,0,127.06162449081184,37.56988596546433
서울특별시 동대문구 답십리동,동대문구,답십리동,990,0,127.05985687732,37.57006867180686
서울특별시 동대문구 답십리동,동대문구,답십리동,998,0,127.05718253123841,37.566561435663914
서울특별시 동대문구 답십리동,동대문구,답십리동,530,5,127.05042409973215,37.57005115362183
서울특별시 동대문구 답십리동,동대문구,답십리동,488,18,127.05632367824059,37.56626977927621
서울특별시 동대문구 답십리동,동대문구,답십리동,989,1,127.06652042867499,37.57505975987118
서울특별시 동대문구 답십리동,동대문구,답십리동,494,2,127.0538427774147,37.56644971309831
서울특별시 동대문구 답십리동,동대문구,답십리동,999,0,127.04946310336815,37.56979511238085
서울특별시 동대문구 답십리동,동대문구,답십리동,1008,0,127.04517006803684,37.573726556331145
서울특별시 동대문구 답십리동,동대문구,답십리동,498,7,127.0495062266055,37.57015581644451
서울특별시 동대문구 답십리동,동대문구,답십리동,497,23,127.05057791544394,37.56895209368473
서울특별시 동대문구 답십리동,동대문구,답십리동,80,2,127.0619767157868,37.57548464846469
서울특별시 동대문구 답십리동,동대문구,답십리동,493,5,127.05475254865009,37.56579516260095
서울특별시 동대문구 답십리동,동대문구,답십리동,1001,0,127.04961860957687,37.574059083924865
서울특별시 동대문구 답십리동,동대문구,답십리동,494,1,127.05327392681797,37.56689823665261
서울특별시 동대문구 신설동,동대문구,신설동,109,13,127.0239022448363,37.57200224636821
서울특별시 동대문구 용두동,동대문구,용두동,138,41,127.03239995432187,37.57852591251907
서울특별시 동대문구 용두동,동대문구,용두동,792,0,127.03710746921914,37.57547988534553
서울특별시 동대문구 용두동,동대문구,용두동,790,0,127.03580601058152,37.577160294392336
서울특별시 동대문구 용두동,동대문구,용두동,29,1,127.039178580449,37.57569529838361
서울특별시 동대문구 용두동,동대문구,용두동,138,52,127.03187099205883,37.57980372842407
서울특별시 동대문구 용두동,동대문구,용두동,779,0,127.03175330425657,37.57327750815341
서울특별시 동대문구 용두동,동대문구,용두동,236,1,127.02946385485043,37.57718025211603
서울특별시 동대문구 용두동,동대문구,용두동,794,0,127.03049124553839,37.57949179079493
서울특별시 동대문구 용두동,동대문구,용두동,39,446,127.04098304157993,37.57691914775688
서울특별시 동대문구 용두동,동대문구,용두동,255,66,127.02965370805848,37.5704028754069
서울특별시 동대문구 용두동,동대문구,용두동,112,8,127.03136308395783,37.57771960195716
서울특별시 동대문구 이문동,동대문구,이문동,225,0,127.06369626607368,37.604901940157156
서울특별시 동대문구 이문동,동대문구,이문동,429,0,127.0707995305175,37.60296305642197
서울특별시 동대문구 이문동,동대문구,이문동,45,0,127.07002518150304,37.603654272925056
서울특별시 동대문구 이문동,동대문구,이문동,73,0,127.06753077311416,37.596173010688354
서울특별시 동대문구 이문동,동대문구,이문동,64,0,127.06876177522386,37.60074733409582
서울특별시 동대문구 이문동,동대문구,이문동,427,0,127.07048593299541,37.604304918519276
서울특별시 동대문구 이문동,동대문구,이문동,292,10,127.06186461415257,37.598477582909766
서울특별시 동대문구 이문동,동대문구,이문동,84,0,127.06491055677805,37.59676728195273
서울특별시 동대문구 이문동,동대문구,이문동,54,0,127.06976709665042,37.601255756164065
서울특별시 동대문구 장안동,동대문구,장안동,404,13,127.06259587820584,37.564499498044405
서울특별시 동대문구 장안동,동대문구,장안동,400,3,127.06460464071687,37.56566065121039
서울특별시 동대문구 장안동,동대문구,장안동,350,11,127.0704833312015,37.56730461498695
서울특별시 동대문구 장안동,동대문구,장안동,358,18,127.07191427473107,37.56459674869669
서울특별시 동대문구 장안동,동대문구,장안동,455,5,127.07072712897333,37.562312021631655
서울특별시 동대문구 장안동,동대문구,장안동,312,7,127.07268260612558,37.57677676202664
서울특별시 동대문구 장안동,동대문구,장안동,309,6,127.0724519099807,37.57354909845844
서울특별시 동대문구 장안동,동대문구,장안동,319,6,127.07315114646144,37.57802231788626
서울특별시 동대문구 장안동,동대문구,장안동,373,7,127.06927013359628,37.56954455540695
서울특별시 동대문구 장안동,동대문구,장안동,415,14,127.06181499501507,37.5624956050855
서울특별시 동대문구 장안동,동대문구,장안동,374,9,127.06847343263676,37.568279756610096
서울특별시 동대문구 장안동,동대문구,장안동,374,8,127.06840606380568,37.568180361883925
서울특별시 동대문구 장안동,동대문구,장안동,354,2,127.0732291,37.5660182
서울특별시 동대문구 장안동,동대문구,장안동,329,3,127.0754092,37.5739731
서울특별시 동대문구 장안동,동대문구,장안동,371,1,127.0698761,37.5716753
서울특별시 동대문구 장안동,동대문구,장안동,580,0,127.0625289,37.5664908
서울특별시 동대문구 장안동,동대문구,장안동,95,1,127.0688912,37.5812961
서울특별시 동대문구 장안동,동대문구,장안동,336,0,127.0745688,37.5698432
서울특별시 동대문구 장안동,동대문구,장안동,373,3,127.06932903549182,37.56914817653509
서울특별시 동대문구 전농동,동대문구,전농동,688,0,127.0604943,37.5800088
서울특별시 동대문구 전농동,동대문구,전농동,690,0,127.049688319,37.57552441
서울특별시 동대문구 전농동,동대문구,전농동,10,0,127.0595598,37.5764855
서울특별시 동대문구 전농동,동대문구,전농동,687,0,127.0485695,37.5783111
서울특별시 동대문구 전농동,동대문구,전농동,6,0,127.0649702,37.5772753
서울특별시 동대문구 회기동,동대문구,회기동,351,0,127.0529551,37.590378
서울특별시 동대문구 장안동,동대문구,장안동,578,0,127.0702153692805,37.580436291823894
서울특별시 동대문구 장안동,동대문구,장안동,380,1,127.06767092395704,37.56802444262016
서울특별시 동대문구 장안동,동대문구,장안동,440,12,127.07166468463586,37.56270300757879
서울특별시 동대문구 장안동,동대문구,장안동,375,7,127.06776583442445,37.567276669919885
서울특별시 동대문구 장안동,동대문구,장안동,384,1,127.06953323882733,37.57105076843845
서울특별시 동대문구 장안동,동대문구,장안동,342,13,127.07302141453714,37.57099132814644
서울특별시 동대문구 장안동,동대문구,장안동,574,0,127.06764935459266,37.57175594985113
서울특별시 동대문구 장안동,동대문구,장안동,444,9,127.06964266941297,37.56384036931686
서울특별시 동대문구 장안동,동대문구,장안동,339,7,127.0719168047164,37.568112022860724
서울특별시 동대문구 장안동,동대문구,장안동,344,2,127.0720468370295,37.571113988150316
서울특별시 동대문구 장안동,동대문구,장안동,565,0,127.06235593534359,37.564868162314575
서울특별시 동대문구 장안동,동대문구,장안동,169,48,127.0667817392474,37.571004649415094
서울특별시 동대문구 장안동,동대문구,장안동,169,54,127.06700868676924,37.570924360598426
서울특별시 동대문구 장안동,동대문구,장안동,241,13,127.05965595614398,37.56380354330523
서울특별시 동대문구 장안동,동대문구,장안동,344,1,127.07223857039838,37.57124988543463
서울특별시 동대문구 장안동,동대문구,장안동,313,8,127.07278823256452,37.57811113987202
서울특별시 동대문구 장안동,동대문구,장안동,337,3,127.07347509024825,37.57086677923021
서울특별시 동대문구 장안동,동대문구,장안동,342,3,127.07277285504426,37.57089128046351
서울특별시 동대문구 장안동,동대문구,장안동,342,11,127.072932727579,37.5706575080894
서울특별시 동대문구 장안동,동대문구,장안동,335,8,127.07362894877575,37.571687562880115
서울특별시 동대문구 장안동,동대문구,장안동,556,0,127.07194737070218,37.580577787348936
서울특별시 동대문구 장안동,동대문구,장안동,437,2,127.06885282422749,37.56532471531376
서울특별시 동대문구 장안동,동대문구,장안동,455,1,127.07060045954421,37.56268111472097
서울특별시 동대문구 장안동,동대문구,장안동,454,2,127.07035063678856,37.56280639490784
서울특별시 동대문구 장안동,동대문구,장안동,454,1,127.07007832323073,37.56290455214958
서울특별시 동대문구 장안동,동대문구,장안동,326,10,127.07373275793837,37.575329387575245
서울특별시 동대문구 장안동,동대문구,장안동,440,1,127.07215494300954,37.564092864937855
서울특별시 동대문구 장안동,동대문구,장안동,440,2,127.07246096920339,37.56403989253795
서울특별시 동대문구 장안동,동대문구,장안동,440,3,127.07237146835881,37.56385028481171
서울특별시 동대문구 장안동,동대문구,장안동,577,0,127.07273029810003,37.56446450222286
서울특별시 동대문구 장안동,동대문구,장안동,365,4,127.07031517408383,37.56898051347637
서울특별시 동대문구 장안동,동대문구,장안동,346,11,127.07075777701903,37.56881086716033
서울특별시 동대문구 장안동,동대문구,장안동,344,5,127.07216100429606,37.570952159088094
서울특별시 동대문구 장안동,동대문구,장안동,390,5,127.06774531220948,37.57082791165109
서울특별시 동대문구 장안동,동대문구,장안동,456,8,127.07080881725393,37.56188868383214
서울특별시 동대문구 장안동,동대문구,장안동,563,0,127.0699842473401,37.56548207130122
서울특별시 동대문구 장안동,동대문구,장안동,564,0,127.0626808235757,37.56546425714586
서울특별시 동대문구 장안동,동대문구,장안동,567,0,127.06425427234348,37.56360428049758
서울특별시 동대문구 장안동,동대문구,장안동,568,0,127.06503937248365,37.564896106217674
서울특별시 동대문구 장안동,동대문구,장안동,310,14,127.07253657952468,37.57458595624704
서울특별시 동대문구 장안동,동대문구,장안동,310,5,127.07252659465301,37.57435156940787
서울특별시 동대문구 장안동,동대문구,장안동,373,1,127.06972188813565,37.56975351316071
서울특별시 동대문구 장안동,동대문구,장안동,351,5,127.06976076299752,37.566932430503975
서울특별시 동대문구 장안동,동대문구,장안동,426,3,127.06566754526315,37.565916944324535
서울특별시 동대문구 장안동,동대문구,장안동,334,6,127.07507924136188,37.57154857610437
서울특별시 동대문구 장안동,동대문구,장안동,562,0,127.06948810741926,37.5651197231018
서울특별시 동대문구 장안동,동대문구,장안동,583,0,127.0676771557061,37.564986916464356
서울특별시 동대문구 장안동,동대문구,장안동,342,21,127.07298538441347,37.571351737545115
서울특별시 동대문구 장안동,동대문구,장안동,131,1,127.06929768523496,37.5745922105949
서울특별시 동대문구 장안동,동대문구,장안동,579,0,127.07135721223844,37.5807919692904
서울특별시 동대문구 장안동,동대문구,장안동,572,0,127.06911496166255,37.56306328323028
서울특별시 동대문구 장안동,동대문구,장안동,410,13,127.06008675233461,37.56371501429859
서울특별시 동대문구 장안동,동대문구,장안동,581,0,127.06588686905468,37.56519667105418
서울특별시 동대문구 장안동,동대문구,장안동,372,5,127.06994649665667,37.570078817367
서울특별시 동대문구 장안동,동대문구,장안동,463,10,127.06667072163192,37.56280195920974
서울특별시 동대문구 장안동,동대문구,장안동,418,4,127.06336429758343,37.5628258312065
서울특별시 동대문구 장안동,동대문구,장안동,306,8,127.07122738833962,37.573806048389386
서울특별시 동대문구 장안동,동대문구,장안동,306,13,127.07121704590544,37.5736347545416
서울특별시 동대문구 장안동,동대문구,장안동,575,0,127.07135349916723,37.563657309666816
서울특별시 동대문구 장안동,동대문구,장안동,466,5,127.06990602087723,37.56136261509832
서울특별시 동대문구 장안동,동대문구,장안동,329,2,127.07456508351713,37.576332887103185
서울특별시 동대문구 장안동,동대문구,장안동,573,0,127.07080891942115,37.563844614776755
서울특별시 동대문구 장안동,동대문구,장안동,332,2,127.07604738212723,37.57256156803375
서울특별시 동대문구 장안동,동대문구,장안동,327,0,127.07385971535273,37.576898192455936
서울특별시 동대문구 장안동,동대문구,장안동,347,8,127.07049097998375,37.56794460114458
서울특별시 동대문구 장안동,동대문구,장안동,382,2,127.06901883139908,37.56992220499636
서울특별시 동대문구 장안동,동대문구,장안동,372,8,127.07003330425965,37.57073711856703
서울특별시 동대문구 장안동,동대문구,장안동,400,1,127.06487335387405,37.566184424814026
서울특별시 동대문구 장안동,동대문구,장안동,400,9,127.0647384199388,37.566021684446504
서울특별시 동대문구 장안동,동대문구,장안동,372,9,127.07024669672532,37.57104435432346
서울특별시 동대문구 장안동,동대문구,장안동,372,16,127.0701682063814,37.57090886618064
서울특별시 동대문구 장안동,동대문구,장안동,570,0,127.06301082697004,37.567123962600945
서울특별시 동대문구 장안동,동대문구,장안동,345,10,127.07151962160911,37.57023776692607
서울특별시 동대문구 장안동,동대문구,장안동,382,5,127.0686254637698,37.56940699912264
서울특별시 동대문구 장안동,동대문구,장안동,346,2,127.07081336050098,37.568991339159844
서울특별시 동대문구 장안동,동대문구,장안동,346,1,127.0709702881603,37.56927132791902
서울특별시 동대문구 장안동,동대문구,장안동,312,8,127.0727258451368,37.57713745790219
서울특별시 동대문구 장안동,동대문구,장안동,383,10,127.0692878501066,37.570400901943344
서울특별시 동대문구 장안동,동대문구,장안동,383,11,127.06938883030271,37.57056351319184
서울특별시 동대문구 장안동,동대문구,장안동,367,4,127.07159357051673,37.57116642510752
서울특별시 동대문구 장안동,동대문구,장안동,364,9,127.06986632508611,37.56826681278064
서울특별시 동대문구 장안동,동대문구,장안동,381,3,127.06804173485841,37.56852154223747
서울특별시 동대문구 장안동,동대문구,장안동,555,1,127.07207690193272,37.57971296300196
서울특별시 동대문구 장안동,동대문구,장안동,350,5,127.07094758816208,37.567306303133556
서울특별시 동대문구 장안동,동대문구,장안동,569,0,127.07170890524038,37.568823335055725
서울특별시 동대문구 장안동,동대문구,장안동,571,0,127.07313476865201,37.57493964681728
서울특별시 동대문구 장안동,동대문구,장안동,450,4,127.06775431149607,37.56339180912211
서울특별시 동대문구 장안동,동대문구,장안동,417,3,127.06451721446608,37.56317260257565
서울특별시 동대문구 장안동,동대문구,장안동,417,11,127.06441468037556,37.56328038635328
서울특별시 동대문구 장안동,동대문구,장안동,566,0,127.06846795633862,37.56334033873039
서울특별시 동대문구 장안동,동대문구,장안동,561,0,127.07110853798353,37.56490929693088
서울특별시 동대문구 장안동,동대문구,장안동,584,0,127.07170260864517,37.56992295864079
서울특별시 동대문구 장안동,동대문구,장안동,582,0,127.0673178438318,37.56446281709542
서울특별시 동대문구 장안동,동대문구,장안동,311,6,127.07262042707129,37.575767026598875
서울특별시 동대문구 장안동,동대문구,장안동,401,1,127.06370927619163,37.565801561737864
서울특별시 동대문구 장안동,동대문구,장안동,576,0,127.0686078235611,37.56461175374576
서울특별시 동대문구 전농동,동대문구,전농동,645,2,127.04586259439169,37.57530658139075
서울특별시 동대문구 전농동,동대문구,전농동,103,22,127.05339534552368,37.58638583667596
서울특별시 동대문구 전농동,동대문구,전농동,127,34,127.05218438503422,37.58244236386845
서울특별시 동대문구 전농동,동대문구,전농동,155,0,127.05545539555436,37.582806253214216
서울특별시 동대문구 전농동,동대문구,전농동,32,4,127.05851245402054,37.57721134513001
서울특별시 동대문구 제기동,동대문구,제기동,892,68,127.0354208687497,37.578997527264214
서울특별시 동대문구 제기동,동대문구,제기동,892,65,127.03582769755612,37.580964063668894
서울특별시 동대문구 제기동,동대문구,제기동,153,0,127.031691550704,37.583137998410564
